ticker,name,exchange,is_etf,security_type,source
TVGNW,Tevogen Inc. - Warrant,NASDAQ,False,warrant,nasdaqtrader
TVIV,Texas Ventures Acquisition IV Corp - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
TVIVU,Texas Ventures Acquisition IV Corp - Units,NASDAQ,False,unit,nasdaqtrader
TVIVW,Texas Ventures Acquisition IV Corp - Warrant,NASDAQ,False,warrant,nasdaqtrader
TVRD,"Tvardi Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TVTX,"Travere Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TW,Tradeweb Markets Inc. - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
TWAV,"TaoWeave, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TWFG,"TWFG, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TWG,Top Wealth Group Holding Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
TWI,"Titan International, Inc. (DE) Common Stock",N,False,common,nasdaqtrader
TWIN,"Twin Disc, Incorporated - Common Stock",NASDAQ,False,common,nasdaqtrader
TWLO,Twilio Inc. Class A Common Stock,N,False,common,nasdaqtrader
TWLV,Twelve Seas Investment Company III - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
TWLVR,Twelve Seas Investment Company III - Rights,NASDAQ,False,right,nasdaqtrader
TWLVU,Twelve Seas Investment Company III - Units,NASDAQ,False,unit,nasdaqtrader
TWN,"Taiwan Fund, Inc. (The) Common Stock",N,False,common,nasdaqtrader
TWO,Two Harbors Investment Corp,N,False,common,nasdaqtrader
TWO-PA,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),N,False,preferred,nasdaqtrader
TWO-PB,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,False,preferred,nasdaqtrader
TWO-PC,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,False,preferred,nasdaqtrader
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,N,False,note,nasdaqtrader
TWST,Twist Bioscience Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",N,False,common,nasdaqtrader
TXG,"10x Genomics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TXMD,"TherapeuticsMD, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TXN,Texas Instruments Incorporated - Common Stock,NASDAQ,False,common,nasdaqtrader
TXNM,"TXNM Energy, Inc. Common Stock",N,False,common,nasdaqtrader
TXO,"TXO Partners, L.P. Common Units Representing Limited Partner Interests",N,False,common,nasdaqtrader
TXRH,"Texas Roadhouse, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TXT,Textron Inc. Common Stock,N,False,common,nasdaqtrader
TY,Tri Continental Corporation Common Stock,N,False,common,nasdaqtrader
TY-P,Tri Continental Corporation Preferred Stock,N,False,preferred,nasdaqtrader
TYG,Tortoise Energy Infrastructure Corporation Common Stock,N,False,common,nasdaqtrader
TYGO,"Tigo Energy, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TYL,"Tyler Technologies, Inc. Common Stock",N,False,common,nasdaqtrader
TYRA,"Tyra Biosciences, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
TZOO,Travelzoo - Common Stock,NASDAQ,False,common,nasdaqtrader
U,Unity Software Inc. Common Stock,N,False,common,nasdaqtrader
UA,"Under Armour, Inc. Class C Common Stock",N,False,common,nasdaqtrader
UAA,"Under Armour, Inc. Class A Common Stock",N,False,common,nasdaqtrader
UAC,United Acquisition Corp. I Class A Ordinary Shares,A,False,common,nasdaqtrader
UAC-U,"United Acquisition Corp. I Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",A,False,warrant,nasdaqtrader
UAC-W,"United Acquisition Corp. I Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",A,False,warrant,nasdaqtrader
UAL,"United Airlines Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UAMY,United States Antimony Corporation Common Stock,N,False,common,nasdaqtrader
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",N,False,common,nasdaqtrader
UAVS,"AgEagle Aerial Systems, Inc. Common Stock",A,False,common,nasdaqtrader
UBCP,"United Bancorp, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UBER,"Uber Technologies, Inc. Common Stock",N,False,common,nasdaqtrader
UBS,UBS Group AG Registered Ordinary Shares,N,False,common,nasdaqtrader
UBSI,"United Bankshares, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UCAR,U Power Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
UCB,"United Community Banks, Inc. Common Stock",N,False,common,nasdaqtrader
UCFI,CN Healthy Food Tech Group Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
UCFIW,CN Healthy Food Tech Group Corp. - Warrant,NASDAQ,False,warrant,nasdaqtrader
UCIB,"ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038",P,False,common,nasdaqtrader
UCL,uCloudlink Group Inc. - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UDR,"UDR, Inc. Common Stock",N,False,common,nasdaqtrader
UE,Urban Edge Properties Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
UEC,Uranium Energy Corp. Common Stock,A,False,common,nasdaqtrader
UEIC,Universal Electronics Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
UFCS,"United Fire Group, Inc - Common Stock",NASDAQ,False,common,nasdaqtrader
UFG,Uni-Fuels Holdings Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
UFI,"Unifi, Inc. New Common Stock",N,False,common,nasdaqtrader
UFPI,"UFP Industries, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UFPT,"UFP Technologies, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UG,"United-Guardian, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UGI,UGI Corporation Common Stock,N,False,common,nasdaqtrader
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),N,False,common,nasdaqtrader
UHAL,U-Haul Holding Company Common Stock,N,False,common,nasdaqtrader
UHAL-B,U-Haul Holding Company Series N Non-Voting Common Stock,N,False,common,nasdaqtrader
UHS,"Universal Health Services, Inc. Common Stock",N,False,common,nasdaqtrader
UHT,Universal Health Realty Income Trust Common Stock,N,False,common,nasdaqtrader
UI,Ubiquiti Inc. Common Stock,N,False,common,nasdaqtrader
UIS,Unisys Corporation New Common Stock,N,False,common,nasdaqtrader
UK,Ucommune International Ltd  - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
UL,Unilever PLC American Depositary Shares (each representing One Ordinary Share),N,False,common,nasdaqtrader
ULBI,Ultralife Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
ULCC,"Frontier Group Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ULH,"Universal Logistics Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ULS,UL Solutions Inc. Class A Common Stock,N,False,common,nasdaqtrader
ULTA,"Ulta Beauty, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UMAC,"Unusual Machines, Inc. Common Stock",A,False,common,nasdaqtrader
UMBF,UMB Financial Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
UMBFO,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ,False,preferred,nasdaqtrader
UMC,United Microelectronics Corporation (NEW) Common Stock,N,False,common,nasdaqtrader
UMH,"UMH Properties, Inc. Common Stock",N,False,common,nasdaqtrader
UMH-PD,"UMH Properties, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",N,False,preferred,nasdaqtrader
UNB,"Union Bankshares, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UNCY,"Unicycive Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UNF,Unifirst Corporation Common Stock,N,False,common,nasdaqtrader
UNFI,"United Natural Foods, Inc. Common Stock",N,False,common,nasdaqtrader
UNH,UnitedHealth Group Incorporated Common Stock (DE),N,False,common,nasdaqtrader
UNIT,Uniti Group Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
UNM,Unum Group Common Stock,N,False,common,nasdaqtrader
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,N,False,note,nasdaqtrader
UNP,Union Pacific Corporation Common Stock,N,False,common,nasdaqtrader
UNTY,"Unity Bancorp, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UONE,"Urban One, Inc.  - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
UONEK,"Urban One, Inc.  - Class D Common Stock",NASDAQ,False,common,nasdaqtrader
UP,Wheels Up Experience Inc. Class A Common Stock,N,False,common,nasdaqtrader
UPB,"Upstream Bio, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UPBD,"Upbound Group, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UPC,Universe Pharmaceuticals Inc - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
UPLD,"Upland Software, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UPS,"United Parcel Service, Inc. Common Stock",N,False,common,nasdaqtrader
UPST,"Upstart Holdings, Inc. - Common stock",NASDAQ,False,common,nasdaqtrader
UPWK,Upwork Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
UPXI,"Upexi, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
URBN,"Urban Outfitters, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
URG,Ur Energy Inc Common Shares (Canada),A,False,common,nasdaqtrader
URGN,UroGen Pharma Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
URI,"United Rentals, Inc. Common Stock",N,False,common,nasdaqtrader
UROY,Uranium Royalty Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
USA,Liberty All-Star Equity Fund Common Stock,N,False,common,nasdaqtrader
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",N,False,common,nasdaqtrader
USAR,"USA Rare Earth, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
USAS,"Americas Gold and Silver Corporation Common Shares, no par value",A,False,common,nasdaqtrader
USAU,U.S. Gold Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
USB,U.S. Bancorp Common Stock,N,False,common,nasdaqtrader
USB-PA,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",N,False,preferred,nasdaqtrader
USB-PH,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,N,False,preferred,nasdaqtrader
USB-PP,"U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock",N,False,preferred,nasdaqtrader
USB-PQ,"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock",N,False,preferred,nasdaqtrader
USB-PR,"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock",N,False,preferred,nasdaqtrader
USB-PS,"U.S. Bancorp Depositary Shares, each representing a 1/1,000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock",N,False,preferred,nasdaqtrader
USBC,"USBC, Inc. Common Stock",A,False,common,nasdaqtrader
USCB,"USCB Financial Holdings, Inc.  - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
USDE,StablecoinX Inc. - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
USDEW,StablecoinX Inc. - Warrants,NASDAQ,False,warrant,nasdaqtrader
USEA,United Maritime Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
USFD,US Foods Holding Corp. Common Stock,N,False,common,nasdaqtrader
USGO,U.S. GoldMining Inc. - Common stock,NASDAQ,False,common,nasdaqtrader
USIO,"Usio, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
USLM,"United States Lime & Minerals, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
USNA,"USANA Health Sciences, Inc. Common Stock",N,False,common,nasdaqtrader
USPH,"U.S. Physical Therapy, Inc. Common Stock",N,False,common,nasdaqtrader
UTF,"Cohen & Steers Infrastructure Fund, Inc Common Stock",N,False,common,nasdaqtrader
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,A,False,common,nasdaqtrader
UTHR,United Therapeutics Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
UTI,Universal Technical Institute Inc Common Stock,N,False,common,nasdaqtrader
UTL,UNITIL Corporation Common Stock,N,False,common,nasdaqtrader
UTMD,"Utah Medical Products, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
UTSI,UTStarcom Holdings Corp - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
UTZ,Utz Brands Inc Class A Common Stock,N,False,common,nasdaqtrader
UUU,"Universal Safety Products, Inc. Common Stock",A,False,common,nasdaqtrader
UUUU,Energy Fuels Inc Ordinary Shares (Canada),A,False,common,nasdaqtrader
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,N,False,common,nasdaqtrader
UVSP,Univest Financial Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
UVV,Universal Corporation Common Stock,N,False,common,nasdaqtrader
UWMC,UWM Holdings Corporation Class A Common Stock,N,False,common,nasdaqtrader
UXIN,Uxin Limited - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
UYSC,UY Scuti Acquisition Corp. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
UYSCR,UY Scuti Acquisition Corp. - Rights,NASDAQ,False,right,nasdaqtrader
UYSCU,UY Scuti Acquisition Corp. - Units,NASDAQ,False,unit,nasdaqtrader
UZD,"Array Digital Infrastructure, Inc. 6.250% Senior Notes due 2069",N,False,note,nasdaqtrader
UZE,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",N,False,note,nasdaqtrader
UZF,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",N,False,note,nasdaqtrader
UZX,Linkage Global Inc - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
V,Visa Inc.,N,False,common,nasdaqtrader
VABK,Virginia National Bankshares Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VAC,Marriott Vacations Worldwide Corporation Common Stock,N,False,common,nasdaqtrader
VACI,Viking Acquisition Corp. I Class A Ordinary Shares,N,False,common,nasdaqtrader
VACI-U,"Viking Acquisition Corp. I Units, each consisting of one Class A ordinary share and one-third of one Warrant",N,False,warrant,nasdaqtrader
VACI-W,Viking Acquisition Corp. I Warrants to purchase one Class A Ordinary Share,N,False,warrant,nasdaqtrader
VAL,Valaris Limited Common Shares,N,False,common,nasdaqtrader
VAL-W,Valaris Limited Warrants,N,False,warrant,nasdaqtrader
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,N,False,common,nasdaqtrader
VALN,Valneva SE - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
VALU,"Value Line, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VANI,"Vivani Medical, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
VATE,INNOVATE Corp. Common Stock,N,False,common,nasdaqtrader
VBF,Invesco Bond Fund Common Stock,N,False,common,nasdaqtrader
VBIO,"Valion Bio, Inc. - Common stock",NASDAQ,False,common,nasdaqtrader
VBNK,VersaBank - Common Shares,NASDAQ,False,common,nasdaqtrader
VC,Visteon Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VCEL,Vericel Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VCIG,VCI Global Limited - Ordinary Share,NASDAQ,False,common,nasdaqtrader
VCRE,Vicore Pharma Holding AB - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
VCTR,"Victory Capital Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VCV,Invesco California Value Municipal Income Trust Common Stock,N,False,common,nasdaqtrader
VCX,"Fundrise Innovation Fund, LLC Common Shares of Limited Liability Company Interests",N,False,common,nasdaqtrader
VCYT,"Veracyte, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VECA,Vernal Capital Acquisition Corp. Ordinary Shares,N,False,common,nasdaqtrader
VECA-R,"Vernal Capital Acquisition Corp. Rights, each right entitling the holder to receive one-fourth (1/4) of one Ordinary Share",N,False,right,nasdaqtrader
VECA-U,"Vernal Capital Acquisition Corp. Units, each consisting of one ordinary share and one right",N,False,unit,nasdaqtrader
VECO,Veeco Instruments Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VEEA,Veea Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VEEAW,Veea Inc. - Warrant,NASDAQ,False,warrant,nasdaqtrader
VEEE,Twin Vee PowerCats Co. - Common Stock,NASDAQ,False,common,nasdaqtrader
VEEV,Veeva Systems Inc. Class A Common Stock,N,False,common,nasdaqtrader
VEL,"Velocity Financial, Inc. Common Stock",N,False,common,nasdaqtrader
VELO,"Velo3D, Inc. - Common stock",NASDAQ,False,common,nasdaqtrader
VENU,Venu Holding Corporation Common Stock,A,False,common,nasdaqtrader
VEON,VEON Ltd. - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
VERA,"Vera Therapeutics, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
VERI,"Veritone, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VERU,Veru Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VERX,"Vertex, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
VET,Vermilion Energy Inc. Common (Canada),N,False,common,nasdaqtrader
VFC,V.F. Corporation Common Stock,N,False,common,nasdaqtrader
VFF,"Village Farms International, Inc. - Common Shares",NASDAQ,False,common,nasdaqtrader
VFS,VinFast Auto Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
VFSWW,VinFast Auto Ltd. - Warrant,NASDAQ,False,warrant,nasdaqtrader
VG,"Venture Global, Inc. Class A common stock",N,False,common,nasdaqtrader
VGAS,"Verde Clean Fuels, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
VGASW,"Verde Clean Fuels, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),N,False,common,nasdaqtrader
VGNT,Versigent PLC Ordinary Shares,N,False,common,nasdaqtrader
VGZ,Vista Gold Corp Common Stock,A,False,common,nasdaqtrader
VHC,VirnetX Holding Corp - Common Stock,NASDAQ,False,common,nasdaqtrader
VHCP,Vine Hill Capital Investment Corp. II - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
VHCPU,Vine Hill Capital Investment Corp. II - Units,NASDAQ,False,unit,nasdaqtrader
VHCPW,Vine Hill Capital Investment Corp. II - Warrants,NASDAQ,False,warrant,nasdaqtrader
VHI,"Valhi, Inc. Common Stock",N,False,common,nasdaqtrader
VHUB,"VenHub Global, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VIA,"Via Transportation, Inc. Class A Common Stock",N,False,common,nasdaqtrader
VIAV,Viavi Solutions Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VICI,VICI Properties Inc. Common Stock,N,False,common,nasdaqtrader
VICR,Vicor Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VIDA,VIDA Global Inc. Class A Common Stock,A,False,common,nasdaqtrader
VII,Viking Acquisition Corp. II Class A Ordinary Shares,N,False,common,nasdaqtrader
VII-U,"Viking Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-third of one Warrant",N,False,warrant,nasdaqtrader
VII-W,Viking Acquisition Corp. II Warrants to purchase one Class A Ordinary Share,N,False,warrant,nasdaqtrader
VIK,Viking Holdings Ltd Ordinary Shares,N,False,common,nasdaqtrader
VINP,Vinci Compass Investments Ltd. - Class A Common Shares,NASDAQ,False,common,nasdaqtrader
VIOT,"Viomi Technology Co., Ltd - American Depositary Shares",NASDAQ,False,common,nasdaqtrader
VIP,Vulcan Infrastructure and Power Inc. - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",N,False,common,nasdaqtrader
VIR,"Vir Biotechnology, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VIRC,Virco Manufacturing Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VIRT,"Virtu Financial, Inc. Class A Common Stock",N,False,common,nasdaqtrader
VISN,"Vistance Networks, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
VIST,"Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",N,False,common,nasdaqtrader
VITL,"Vital Farms, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),N,False,common,nasdaqtrader
VIVK,"Vivakor, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VIVO,VivoPower PLC - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
VIVS,"VivoSim Labs, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),A,False,common,nasdaqtrader
VKQ,Invesco Municipal Trust Common Stock,N,False,common,nasdaqtrader
VKTX,"Viking Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VLGEA,"Village Super Market, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
VLN,Valens Semiconductor Ltd. Ordinary Shares,N,False,common,nasdaqtrader
VLO,Valero Energy Corporation Common Stock,N,False,common,nasdaqtrader
VLOS,Velos Acquisition I Corp. - Class A Ordinary shares,NASDAQ,False,common,nasdaqtrader
VLOSU,Velos Acquisition I Corp. - Units,NASDAQ,False,unit,nasdaqtrader
VLOSW,Velos Acquisition I Corp. - Warrant,NASDAQ,False,warrant,nasdaqtrader
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",N,False,common,nasdaqtrader
VLT,Invesco High Income Trust II,N,False,common,nasdaqtrader
VLTO,Veralto Corp Common Stock,N,False,common,nasdaqtrader
VLY,Valley National Bancorp - Common Stock,NASDAQ,False,common,nasdaqtrader
VLYPN,"Valley National Bancorp - 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series C",NASDAQ,False,preferred,nasdaqtrader
VLYPO,Valley National Bancorp - 5.5% Fixed to Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,NASDAQ,False,preferred,nasdaqtrader
VLYPP,Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,NASDAQ,False,preferred,nasdaqtrader
VMAR,Vision Marine Technologies Inc. - Common Shares,NASDAQ,False,common,nasdaqtrader
VMC,Vulcan Materials Company (Holding Company) Common Stock,N,False,common,nasdaqtrader
VMD,"Viemed Healthcare, Inc. - Common Shares",NASDAQ,False,common,nasdaqtrader
VMET,Versamet Royalties Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VMI,"Valmont Industries, Inc. Common Stock",N,False,common,nasdaqtrader
VMO,Invesco Municipal Opportunity Trust Common Stock,N,False,common,nasdaqtrader
VNCE,Vince Holding Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
VNDA,Vanda Pharmaceuticals Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VNET,"VNET Group, Inc. - American Depositary Shares",NASDAQ,False,common,nasdaqtrader
VNME,Vendome Acquisition Corporation I - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
VNMEU,Vendome Acquisition Corporation I - Unit,NASDAQ,False,unit,nasdaqtrader
VNMEW,Vendome Acquisition Corporation I - Warrant,NASDAQ,False,warrant,nasdaqtrader
VNO,Vornado Realty Trust Common Stock,N,False,common,nasdaqtrader
VNO-PL,Vornado Realty Trust Pfd Ser L %,N,False,preferred,nasdaqtrader
VNO-PM,"Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share, no par value per share",N,False,preferred,nasdaqtrader
VNO-PN,"Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share",N,False,preferred,nasdaqtrader
VNO-PO,"Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares, Liquidation Preference $25.00 Per Share",N,False,preferred,nasdaqtrader
VNOM,"Viper Energy, Inc.  - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
VNRX,VolitionRX Limited Common Stock,A,False,common,nasdaqtrader
VNT,Vontier Corporation Common Stock,N,False,common,nasdaqtrader
VNTG,Vantage Corp Class A Ordinary Shares,A,False,common,nasdaqtrader
VOC,VOC Energy Trust Units of Beneficial Interest,N,False,unit,nasdaqtrader
VOD,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,NASDAQ,False,common,nasdaqtrader
VOGX,Vogenx Inc - Common Stock,NASDAQ,False,common,nasdaqtrader
VOR,Vor Biopharma Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VOXR,Vox Royalty Corp. - common stock,NASDAQ,False,common,nasdaqtrader
VOYA,"Voya Financial, Inc. Common Stock",N,False,common,nasdaqtrader
VOYA-PB,"Voya Financial, Inc. Depositary Shares, each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series B",N,False,preferred,nasdaqtrader
VOYG,"Voyager Technologies, Inc. Class A Common Stock",N,False,common,nasdaqtrader
VPG,"Vishay Precision Group, Inc. Common Stock",N,False,common,nasdaqtrader
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),N,False,common,nasdaqtrader
VRA,"Vera Bradley, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VRAX,Virax Biolabs Group Limited - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
VRCA,Verrica Pharmaceuticals Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
VRDN,"Viridian Therapeutics, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
VREX,Varex Imaging Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
VRM,"Vroom, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VRME,"VerifyMe, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VRNS,"Varonis Systems, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VRRM,Verra Mobility Corporation - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
VRSK,"Verisk Analytics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VRSN,"VeriSign, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
VRT,"Vertiv Holdings, LLC Class A Common Stock",N,False,common,nasdaqtrader
VRTS,"Virtus Investment Partners, Inc. Common Stock",N,False,common,nasdaqtrader
VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,NASDAQ,False,common,nasdaqtrader
